Accession Number,Additional Notes,Alternate Term(s),Alternate Title,Artist,Brief Bio,Category,Class,Classification,Collected By,Collection Method,Collector Number,Common Name,Conservation,Creator,Credit Line,Cultural Region,Culture,Culture/Nationality,Date Collected,Date Made,Date Recorded,Definition,Description,Determined By,Diet Info,Division,Edition Number,Elevation,Family,Formation,Gender and Age,Genre/Form,Genus,Geologic Age,Habitat,Identification,Index/Track No.,Inscriptions and Colophons,Instrument,Kingdom,Lead Collector(s),Life History,Location,Materials,Materials Glossary,Materials and Techniques,Measurements,Microhabitat,Name,Nationality,Object Type,Order,Other Collector(s),Performer,Period,Phylum,Place Collected,Place Collected Details,Place Made,Place Recorded,Preparation Type,Preparation(s),Range,Recording Equipment,Scientific Name,Scientific Name Authority,Seasonality,Species,Specimen Name,Subclass,Suborder,Subspecies,Subspecies Authority,Superfamily,Term,Title,Type,Variety,Variety Authority,Website,image_url,url
2010.20.1.3.5,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 17, Chapter 43-44. Hefang [River conservation]. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volume 17, chapters 43-44",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_003_005_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23695
2004.19.9.6,,,,Yao Song,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,,,,album leaf,,,,Qing 17th-18th centuries,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Landscapes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_006_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20502
2005.5.42.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,(Has white teeth),,,,,,,,,,,,,,,,,,,,,silk; embroidery; braid,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 42.3 cm x 34.5 cm,,,,panel,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Blue Silk Panel made from a Fragment of a Woman's Skirt,,,,,https://media.museums.ualberta.ca/UAAC/full/2005/05_005_042_002s03v01.jpg,https://search.museums.ualberta.ca/21-20868
2005.5.343.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,black silk gauze embroidered with silk and metal-wrapped threads edged with dark purple silk and metal-wrapped thread brocade,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 102.5 cm x 140.9 cm,,,,skirt,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Black Silk Gauze Formal Dragon Robe Skirt,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_343_002_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20792
2004.19.38.2,,,,Ren Yi,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is one of thirteen inscriptions in Ren Yi’s Album of Figures, featuring a four-line poem with seven characters per line. The poem was written in cursive script by Taixi (1899–1989) and later attached to Ren Yi’s paintings. The text is associated with the imagery on the album leaf attached beneath it (2004.19.38.3).",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Figures,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_002_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20401
2011.16.1.1,,,,,,costumes,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,Qing Dynasty (1644-1912),,,Helmet from ceremonial armour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,helmet,,,,,,,,China,,,,,,,,,,,,,,,,,Helmet from ceremonial armour,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2011/2011_016_001_001_ve_d01_s19-12v01.jpg,https://search.museums.ualberta.ca/21-24244
2005.5.177,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,blue silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 138.8 cm x 237 cm; neck to hem: 138.8 cm; cuff to cuff: x 237 cm,,,,robe,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Dragon Robe for a Man,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_177_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19399
2005.5.385,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,cotton; silk floss; silk satin; mat board; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,sleeve band,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Two Embroidered Cream Silk Sleeve Bands,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_385_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19607
1983.67,,,,unknown,,,,,,,,,,,,,,Chinese,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,ink on paper; rubbing,,,overall: 131.1 x 64.9 cm,,,,print,,,,,,,,,,,,,,,,,,,,,,,,,title unknown,,,,,,https://search.museums.ualberta.ca/11-1251
2005.5.338,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk brocade,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,overall: 55.5 cm x 1313 cm,,,,yardage,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Green and Ochre Silk Brocade,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_338_re_g05_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19560
2005.5.40,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1800,,,,,,,,,,,,,,,,,,,,,,,,red silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 136 cm x 188 cm; neck to hem: 136 cm; cuff to cuff: x 188 cm,,,,robe,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Red Silk Daoist Priest Robe,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_040_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19262
2005.5.451,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; cotton; silk brocade ribbon; silk floss; silk twist; silk satin; embroidery,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 67 cm x 260 cm,,,,panel,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Embroidered Red Silk Panel,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_451_re_m01_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19673
2005.5.555.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This rank badge features an egret, representing a sixth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird was seen on rank badges. The egret in this badge is surrounded by ruyi-shaped clouds, with its wings outstretched and its gaze fixed on the sun disk in the upper left corner. This badge is woven in tapestry, with a ground made from metallic thread. Coloured ink was used to depict details in the bird’s body.",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; linen; silk; tapestry weave,,,overall: 28.6 cm x 31 cm,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Back Panel of a Rank Badge for a Sixth Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_555_002_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20635
UADBG-B-16925,,,,,,,,,,,24446,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1640 m,,,,,,,"Picea-Abies-Betula dark conifer forest, about 430 years old with 80% canopy light, about 5% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,on birch,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, opposite Chinese plot 3",,,,,,,Orthotrichum speciosum,Nees,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179879
CCEA-L1995.76,,,,,,,,,,,,,,unknown,On Loan from Dr. Regula B. Qureshi,,"Asian, Chinese",,,Unknown,,,This bamboo fipple flute has been decorated with scorch marks.  It was purchased by Dr. Regula B. Qureshi at a Chinese exhibition in Edmonton.,,,,,,,,,,,,,,,,,,,,,,,Bamboo,overall: 27.5 x 2.7 cm,,,,flute,,,,,,,,Asia: China,,,,,,,,,,,,,,,,,Bamboo Flute,,,,,https://media.museums.ualberta.ca/Ethnomus/full/A95-76.jpg,https://search.museums.ualberta.ca/14-62308
2005.5.569,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1862-1874,,,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,,,,,,,,,,,,,,,,,,,,embroidery; copper-wrapped silk thread; gold wrapped silk thread; silk; silk floss; silk satin; silver wrapped silk thread,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 29.3 cm x 29.7 cm,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Back Panel of a Rank Badge for a Fifth Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_569_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19791
2004.19.62,,,,unknown,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,A hanging scroll painting of a mountain landscape.,,,,,,,,,,,,,,,"This scroll is signed with an apocryphal signature of Juran, and is impressed with 3 collector's seals.",,,,,,ink and colour on silk,,,sheet: 315 cm x 104.6 cm; image: 190.4 cm x 98.4 cm,,,,hanging scroll,,,,Ming 15th-16th centuries,,,,China,,,,,,,,,,,,,,,,,Landscape After Juran,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_062_m01_s21-10v01.jpg,https://search.museums.ualberta.ca/21-19127
2005.5.303,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,dark blue silk embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 146 cm x 194.4 cm; neck to hem: 146 cm; cuff to cuff: x 194.4 cm,,,,surcoat,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Imperial Surcoat for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_303_d01_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19525
2005.5.88.1.2,,,,unknown,,costume accessories,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,braided cord; silk floss; silk satin; canvas; cardboard; gold wrapped silk thread; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 49.7 cm x 7 cm x 2.5 cm,,,,fan case,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Silk Fan Case,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_088_001_002_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-20919
2010.20.1.3,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 13-18, Chapter 32-46. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm x 6.6 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volumes 13-18, chapters 32-46",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_003_d01_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23670
2010.20.1.2.4,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Chapters 24-26. Volume 10. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volume 10, chapters 24-26",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_002_004_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23688
2005.5.181,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,blue silk twill embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 147 cm x 194 cm; neck to hem: 147 cm; cuff to cuff: x 194 cm,,,,robe,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Robe for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_181_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19403
2004.19.3.6,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,A painting of three butterflies and one black insect.,,,,,,,,,,,,,,,,,,,,,ink; paper,,,sheet: 35.2 cm x 43.1 cm; image: 19.1 cm x 23.3 cm,,,,album leaf,,,,Qing 18th-19th centuries,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Insects,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_006_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20079
2004.19.2.37,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of two soldiers in military uniform. The man on the left wears studded armour with a musket while the man on the right wears a yellow vest over a blue jacket and holds a decorative staff. The character on his vest says ""brave"".",,,,,,,,,,,,,,,,,,,,,ink; paper,,,sheet: 17.2 cm x 28 cm; image: 11.6 cm x 18.5 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Chinese Costumes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_037_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20048
2015.8.3,,,,unknown,,textiles,,,,,,,,,Bequest of the Estate of John Caughell,,Chinese,,,1900 - 1920,,,,,,,,,,,,,,,,,,,,,,,,silk; cotton; metallic thread,,,overall: 173.8 cm x 38.9 cm,,,,wall hanging,,,,,,,,China,,,,,,,,,,,,,,,,,Silk Tapestry Weave Hanging,,,,,,https://search.museums.ualberta.ca/21-27022
2005.5.343,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,black silk gauze embroidered with silk and metal-wrapped threads edged with metal-wrapped thread and black silk brocade,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,,,,,skirt and collar,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Black Silk Gauze Formal Dragon Robe Skirt and Collar,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_343_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19565
2005.5.559,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a tiger embroidered in metal-wrapped threads, which represents a fourth rank military official. The tiger is identified by its black stripes and a wan symbol on its forehead, indicating the tiger is a king. 
The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. The embroidery on this badge is rendered entirely in metal-wrapped threads of varying hues, all expertly couched in place with silk floss. The border contains bats and shou characters, which all act as lucky symbols for the wearer. The tiger is positioned in the middle of the badge, above rocks and standing water waves and surrounded by a sky filled with clouds and lotus flowers. The position of the sun on the right side of the badge indicates that the wearer was a woman, likely the spouse of a military official. The tiger is appliquéd onto the badge background so that it may be easily replaced with other beasts as the military official moves up through the ranks.",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk satin; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Front and Back Panels of a Rank Badge for a Fourth Rank Military Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_559_002_re_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19781
